8012637;Pinnow(Uckermark);;;;;
8012639;Pirk;;;;;
8012640;Pirna-Copitz;;;;;
8012641;Pirna-Copitz Nord;;;;;
8012643;Plate(Meckl);;;;;
8012646;Plauen(Vogtl)West;;;;;
8012647;Plauen(V)Zellwolle;;;;;
8012650;Plessa;;;;;
8012651;Plüschow;;;;;
8012654;Pölchow;;;;;
8012656;Pönitz(Leipzig);;;;;
8012657;Pößneck ob Bf;PN;;;;
8012658;Pößneck unt Bf;;;;;
8012660;Pommritz;;;;;
8012661;Ponitz;;;;;
8012662;Porschdorf(Pirna);;;;;
8012663;Porstendorf;;;;;
8012665;Posewald;;;;;
8012666;Potsdam Hbf;P;Potsdam Stadt;;;
8012668;Premnitz Nord;;;;;
8012669;Premnitz Zentrum;;;;;
8012673;Pretzier(Altm);;;;;
8012675;Prittitz;;;;;
8012676;Pritzerbe;Havelsee-Pritzerbe;;;;
8012677;Pritzier;;;;;
8012678;Prödel;;;;;
8012679;Prösen;;;;;
8012680;Prösen West;;;;;
8012681;Prösen Ost;;;;;
8012682;Profen;;;;;
8012683;Prora;Binz-Prora;;;;
8012684;Prora Ost;Binz-Prora Ost;;;;
8012685;Pulsnitz;;;;;
8012687;Putlitz;;;;;
8012688;Putzkau;;;;;
8012690;Quedlinburg-Quarmbeck;;;;;
8012694;Rabenau;;;;;
8012696;Rackith(Elbe);;;;;
8012697;Rackwitz(Leipzig);;;;;
8012698;Raddusch;;;;;
8012699;Radeberg;;;;;
8012700;Radebeul-Weintraube;;;;;
8012701;Radebeul-Zitzschewig;;;;;
8012702;Radeburg;;;;;
8012703;Wustrau-Radensleben;;;;;
8012704;Radis;;;;;
8012705;Rätzlingen;;;;;
8012707;Raguhn;;;;;
8012710;Rakow;;;;;
8012711;Rambin(Rügen);;;;;
8012713;Rangsdorf;;;;;
8012716;Rastow;;;;;
8012719;Rathmannsdorf(Kr Pirna);;;;;
8012723;Rauenstein(Thür);;;;;
8012724;Raun;;;;;
8012727;Rechenberg;;;;;
8012729;Reddelich;;;;;
8012731;Regis-Breitingen;;;;;
8012733;Potsdam-Rehbrücke;Bergholz-Rehbrücke;;;;
8012734;Rehfeld(Falkenberg);;;;;
8012735;Rehfelde;;;;;
8012737;Rehna;;;;;
8012738;Reichenbach(Oberlausitz);;;;;
8012739;Reichenbach(Vogtl) ob Bf;RC;;;;
8012740;Reifland-Wünschendorf;;;;;
8012742;Reinhardsbrunn-Friedrichroda;;;;;
8012743;Reinsdorf(bei Nebra);;;;;
8012749;Rennsteig;;;;;
8012750;Rentwertshausen;;;;;
8012751;Rentzschmühle;;;;;
8012756;Reurieth;;;;;
8012757;Reußen;;;;;
8012758;Reuterstadt Stavenhagen;;;;;
8012759;Reuth(b Plauen,Vogtl);;;;;
8012760;Rheinsberg(Mark);;;;;
8012762;Ribnitz-Damgarten Ost;;;;;
8012763;Ribnitz-Damgarten West;RDG;;;;
8012766;Riestedt;;;;;
8012767;Rietschen;;;;;
8012769;Ringleben-Gebesee;;;;;
8012770;Ritschenhausen;;;;;
8012775;Rodewisch;;;;;
8012777;Rodleben;;;;;
8012781;Rödlitz-Hohndorf;;;;;
8012785;Roggentin;;;;;
8012787;Rohr(Thür);;;;;
8012788;Roitzsch(Bitterf);;;;;
8012792;Rosenwinkel;;;;;
8012796;Roßla;;;;;
8012797;Roßleben;;;;;
8012801;Rostock Parkstraße;;;;;
8012803;Rostock-Bramow;;;;;
8012805;Rostock Holbeinplatz;;;;;
8012806;Rostock-Kassebohm;;;;;
8012807;Rostock-Marienehe;;;;;
8012811;Rothenstein(Saale);;;;;
8012816;Rückersdorf;;;;;
8012817;Leipzig-Rückmarsdorf;;;;;
8012819;Rüdnitz;;;;;
8012821;Ruhlsdorf-Zerpenschleuse;;;;;
8012823;Ruppertsgrün;;;;;
8012824;Ruthenbeck;;;;;
8012826;Sättelstädt;;;;;
8012827;Saatel;;;;;
8012830;Sachsendorf(Calbe);;;;;
8012831;Sachsenhausen(Nordb);;;;;
8012832;Sagard;;;;;
8012835;Samtens;;;;;
8012839;Sandförde;;;;;
8012840;Sandhagen(b Bad Dob);;;;;
8012841;Sanitz(b Rostock);;;;;
8012842;Sarnow;;;;;
8012843;Sassnitz;;;;;
8012852;Schalkau;;;;;
8012853;Scharfenstein;;;;;
8012854;Schalkau Mitte;;;;;
8012855;Wendisch-Rietz;;;;;
8012856;Scharstorf;;;;;
8012862;Schierstedt;;;;;
8012863;Schkeuditz West;;;;;
8012864;Schirgiswalde-Kirschau;Kirschau-Schirgisw.;;;;
8012865;Schkeuditz;;;;;
8012867;Schkopau;;;;;
8012869;Görlitz-Rauschwalde;Schlauroth;;;;
8012870;Schleife;;;;;
8012873;Bad Schlema;;;;;
8012881;Schmalkalden-Fachhochschule;;;;;
8012888;Schmilka-Hirschmühle;;;;;
8012889;Schmölln(Thür);SLN;;;;
8012890;Schmölln(Ol);;;;;
8012892;Schmollensee;;;;;
8012895;Schneeberg(Mark);;;;;
8012897;Luckaitztal;;;;;
8012898;Schöna;;;;;
8012899;Schönau(Hörsel);;;;;
8012902;Schönberg(Meckl);;;;;
8012903;Schönborn(Doberl);;;;;
8012904;Schöna Dorfplatz;;;;;
8012907;Schönebeck-Bad Salzelmen;;;;;
8012908;Schöneck(Vogtl);;;;;
8012910;Schönerlinde;;;;;
8012914;Schönfließ(Mark) Dorf;;;;;
8012918;Schönow(Angerm);;;;;
8012919;Schönstedt;;;;;
8012923;Schönwalde(Spreewald);;;;;
8012927;Schüptitz;;;;;
8012929;Schwallungen;;;;;
8012933;Schwanheide;;;;;
8012934;Schwante;;;;;
8012937;Schwarzburg;;;;;
8012938;Schwarzenberg Hp;;;;;
8012939;Schwarzenberg-Neuwelt;;;;;
8012940;Schwerin Mitte;;;;;
8012941;Schwarzheide Ost;;;;;
8012942;Schwarzkollm;;;;;
8012943;Schwedt(Oder);SDT;;;;
8012944;Schwedt(Oder)Mitte;;;;;
8012946;Schweikershain;;;;;
8012947;Schweinsburg-Culten;;;;;
8012949;Schwenzin;;;;;
8012951;Schwerin Süd;;;;;
8012953;Schwerin-Lankow;;;;;
8012954;Schwerin-Warnitz;;;;;
8012957;Caputh Schwielowsee;Schwielowsee(Caputh);;;;
8012958;Sebnitz(Gr);;;;;
8012959;Sebnitz(Sachs);SEB;Sebnitz (Sachsen);;;
8012960;Schwerin-Margaretenhof;;;;;
8012961;Seebach(Mühlhausen);;;;;
8012962;Seebad Ahlbeck;Ahlbeck Seebad;;;;
8012963;Seebad Heringsdorf;Heringsdorf (Usedom);;;;
8012965;Seebergen;;;;;
8012966;Seefeld(Mark);;;;;
8012967;Seehausen(Altm);;;;;
8012968;Seehausen(Uckermark);;;;;
8012973;Seelow(Mark);SEE;;;;
8012974;Seelvitz;;;;;
8012975;Seerhausen;;;;;
8012976;Sehma;;;;;
8012977;Seifersdorf;;;;;
8012979;Seifhennersdorf;;;;;
8012981;Seitschen;Göda-Seitschen;;;;
8012983;Sellin(Rügen) Ost;;;;;
8012984;Seltendorf;;;;;
8012986;Serams;;;;;
8012993;Silberhausen;;;;;
8012996;Silberstraße;;;;;
8012998;Singen(Thür);;;;;
8013000;Sitzendorf-Unterweißbach;;;;;
8013001;Söllichau;;;;;
8013002;Sohl;;;;;
8013003;Sohland;;;;;
8013004;Sollstedt;;;;;
8013005;Solpke;;;;;
8013008;Sonneberg(Thür)Hbf;SON-;;;;
8013009;Sonneberg(Thür)Nord;;;;;
8013010;Sonneberg(Thür)Ost;;;;;
8013011;Sonneberg(Thür)West;;;;;
8013015;Spechtritz;;;;;
8013017;Sponholz;;;;;
8013018;Spornitz;;;;;
8013021;Berlin-Staaken;;;;;
8013022;Stadt Wehlen(Sachs);Wehlen(Sachs) Stadt;;;;
8013023;Stadtilm;;;;;
8013025;Stadtroda;SRO;;;;
8013026;Stadt Wehlen Karl-Marx-Platz;;;;;
8013029;Stauchitz;;;;;
8013033;Steina;;;;;
8013034;Steinach(Thür);;;;;
8013036;Steinach(Thür)Süd;;;;;
8013037;Steinbach-Hallenberg;;;;;
8013039;Steinfeld(Stendal);;;;;
8013040;Steinhausen-Neuburg;;;;;
8013046;Stendal Vorbf;;;;;
8013047;Stenn;;;;;
8013051;Sternfeld;;;;;
8013057;Stolpen;;;;;
8013058;Storkow(Mark);;;;;
8013061;Stotternheim;;;;;
8013062;Stralsund Rügendamm;;;;;
8013064;Strausberg Nord;;;;;
8013069;Strohkirchen;;;;;
8013070;Leipzig Allee-Center;;;;;
8013071;Stützerbach;;;;;
8013072;Subzin-Liessow;;;;;
8013073;Sülstorf;;;;;
8013074;Sülzenbrücken;;;;;
8013077;Suhl-Heinrichs;;;;;
8013079;Sukow(b Schwerin);;;;;
8013080;Syrau;;;;;
8013083;Tangerhütte;;;;;
8013084;Tangermünde;;;;;
8013085;Tangermünde West;;;;;
8013087;Tanndorf;;;;;
8013089;Tannroda;Bad Berka-Tannroda;;;;
8013090;Tantow;;;;;
8013092;Taubenheim(Spree);;;;;
8013093;Taucha(Leipzig);;;;;
8013095;Tautenhain;;;;;
8013097;Teicha;;;;;
8013100;Teltow;;;;;
8013104;Teschenhagen;;;;;
8013105;Teschow;;;;;
8013106;Tessin;;;;;
8013109;Groß Köris;Köris Groß;;;;
8013110;Teutschenthal;;;;;
8013111;Teutschenthal Ost;;;;;
8013112;Thale Hbf;;;;;
8013113;Thalheim(Erzgeb);;;;;
8013114;Tharandt;;;;;
8013115;Theißen;;;;;
8013116;Thermalbad Wiesenbad;;;;;
8013123;Thyrow;;;;;
8013124;Tiefenau;;;;;
8013125;Thale Musestieg;;;;;
8013129;Töppeln;;;;;
8013131;Torgelow;;;;;
8013132;Trassenheide;;;;;
8013133;Trassenmoor;;;;;
8013137;Trebbin;;;;;
8013138;Treben-Lehma;;;;;
8013139;Trebitz(Elbe);;;;;
8013140;Trebitz(Könnern);;;;;
8013141;Trebnitz(Mark);;;;;
8013144;Treuen;;;;;
8013145;Treuenbrietzen;;;;;
8013146;Treuenbrietzen Süd;;;;;
8013150;Triebes;;;;;
8013152;Tromsdorf;;;;;
8013156;Ueckermünde Stadthafen;;;;;
8013158;Uchtspringe;;;;;
8013159;Uder;;;;;
8013160;Uebigau;;;;;
8013161;Ückeritz;;;;;
8013162;Ueckermünde;UEM;;;;
8013164;Uhlstädt;;;;;
8013165;Uhsmannsdorf;;;;;
8013168;Ulbersdorf;;;;;
8013171;Unterloquitz;;;;;
8013172;Untermaßfeld;;;;;
8013173;Unterneudorf;;;;;
8013174;Unterwellenborn;;;;;
8013175;Unterwiesenthal;;;;;
8013177;Utzedel;;;;;
8013179;Vachdorf;;;;;
8013180;Vahldorf;;;;;
8013182;Vatterode;;;;;
8013183;Vehlefanz;;;;;
8013184;Veilsdorf;;;;;
8013185;Velten(Mark);;;;;
8013186;Ventschow;;;;;
8013188;Vetschau;;;;;
8013190;Vierenstraße;;;;;
8013191;Viernau;;;;;
8013192;Vieselbach;;;;;
8013194;Vinzelberg;;;;;
8013198;Vogelsang(Gransee);;;;;
8013201;Voigtsgrün;;;;;
8013202;Voigtstedt;;;;;
8013205;Wahlitz;;;;;
8013210;Walddrehna;;;;;
8013212;Waldkirchen(Erzgeb);;;;;
8013215;Walldorf(Werra);;;;;
8013217;Wallhausen(Helme);;;;;
8013220;Wallwitz(Saalkr);;;;;
8013221;Walschleben;;;;;
8013222;Walsleben;;;;;
8013223;Waltershausen;;;;;
8013224;Waltershausen Schnepfenthal;;;;;
8013226;Wandersleben;;;;;
8013227;Wandlitz;;;;;
8013228;Wandlitzsee;;;;;
8013230;Wansleben am See;;;;;
8013232;Warenshof;;;;;
8013235;Warmbad;;;;;
8013236;Warnemünde;;;;;
8013237;Warnemünde Werft;;;;;
8013238;Warnitz(Uckermark);;;;;
8013240;Wangen(Unstrut);;;;;
8013244;Wasserthaleben;;;;;
8013245;Wasungen;;;;;
8013247;Weesenstein;;;;;
8013248;Wefensleben;;;;;
8013250;Wegenstedt;;;;;
8013251;Weida Mitte;;;;;
8013253;Weickersdorf(Sachs);;;;;
8013254;Weida Altstadt;;;;;
8013256;Weimar Berkaer Bf;;;;;
8013258;Weisen;;;;;
8013259;Weißandt-Gölzau;;;;;
8013261;Weißenfels West;;;;;
8013263;Weißes Roß;Radebeul-Weißes Roß;;;;
8013266;Weimar West;;;;;
8013267;Weinböhla Hp;;;;;
8013268;Weixdorf;;;;;
8013269;Weixdorf Bad;;;;;
8013271;Wellen(Magdeburg);;;;;
8013272;Wellmitz;;;;;
8013275;Lutherstadt Wittenberg-Labetz;Wendel;;;;
8013278;Wensickendorf;;;;;
8013279;Joachimsthal Kaiserbahnhof;Joachimsthal Süd;;;;
8013280;Werdau Nord;;;;;
8013285;Werneuchen;;;;;
8013286;Wernigerode Elmowerk;;;;;
8013291;Werther;;;;;
8013293;Wesenberg;;;;;
8013295;Westewitz-Hochweitzschen;;;;;
8013297;Wetterzeube;;;;;
8013305;Wiesenau;;;;;
8013307;Wiesenburg(Sachs);;;;;
8013310;Wiesa(Erzgeb);;;;;
8013311;Zschopau Ost;;;;;
8013312;Wilischthal;;;;;
8013313;Wilmersdorf(Angerm);;;;;
8013315;Wingerode;;;;;
8013318;Wipperdorf;;;;;
8013319;Wippra;;;;;
8013322;Wittenhagen;;;;;
8013324;Wittgensdorf Mitte;;;;;
8013328;Witzschdorf;;;;;
8013329;Wölfershausen;;;;;
8013332;Wörlitz;;;;;
8013333;Woffleben;Ellrich-Woffleben;;;;
8013334;Wolfsgefärth;;;;;
8013335;Wolfen(Bitterfeld);;;;;
8013336;Wolferode;;;;;
8013339;Wolgast;WLG;;;;
8013340;Wolgast Hafen;;;;;
8013341;Wolgaster Fähre;;;;;
8013343;Wolkenstein;;;;;
8013344;Wolmirstedt;WMS;;;;
8013345;Woltersdorf/Nuthe-Urstromtal;;;;;
8013348;Wülknitz;;;;;
8013349;Wünschendorf Nord;;;;;
8013350;Wünsdorf-Waldstadt;;;;;
8013352;Wüstenfelde;;;;;
8013354;Schwerin-Wüstmark;;;;;
8013357;Wulfen(Anh);;;;;
8013360;Wurzbach(Thür);;;;;
8013361;Wurzen;WUR;;;;
8013362;Bennewitz;;;;;
8013363;Wusterhausen(Dosse) NE;Wusterhausen (Dosse);;;;
8013365;Wusterwitz;;;;;
8013366;Wutha;;;;;
8013367;Wutike;;;;;
8013368;Zabeltitz;;;;;
8013370;Zachun;;;;;
8013371;Zahna;;;;;
8013373;Zarrendorf;;;;;
8013376;Zeesen;;;;;
8013377;Zehdenick(Mark);;;;;
8013378;Zehdenick-Neuhof;;;;;
8013381;Zeithain;;;;;
8013383;Zella-Mehlis West;;;;;
8013384;Zellendorf;;;;;
8013385;Zempin;;;;;
8013389;Zerbst;ZE;;;;
8013392;Zernsdorf;;;;;
8013393;Zerrenthin;;;;;
8013396;Zeulenroda unt Bf;ZR;;;;
8013398;Zeutsch;;;;;
8013402;Zielitz;;;;;
8013406;Ziltendorf;;;;;
8013409;Zirtow-Leussow;;;;;
8013410;Zittau Hp;;;;;
8013411;Zittau Süd;;;;;
8013412;Zittau Vorstadt;;;;;
8013413;Zoblitz;;;;;
8013414;Zöberitz;;;;;
8013415;Zöblitz-Pobershau;;;;;
8013418;Zörnigall;;;;;
8013424;Zschaitz;;;;;
8013425;Zscherben;;;;;
8013427;Zschopau;ZP;;;;
8013428;Zschortau;;;;;
8013429;Zühlsdorf;;;;;
8013432;Stapelburg;;;;;
8013433;Zwickau-Pölbitz;;;;;
8013434;Zwickau-Schedewitz;;;;;
8013435;Zwönitz;;;;;
8013436;Zwota-Zechenbach;;;;;
8013437;Zwota;;;;;
8013439;Blankenburg(Harz);BRL;;;;
8013444;Dresden Mitte;;;;;
8013445;Freital-Potschappel;;;;;
8013446;Dresden-Zschachwitz Fritz-Schreiter-Str.;;;;;
8013447;Groß Dalzig;Dalzig Groß;Zwenkau-Großdalzig;;;
8013448;Halle-Silberhöhe;;;;;
8013449;Dresden Hbf Strehlener Str.;;;;;
8013450;Chemnitz-Hilbersdorf;;;;;
8013452;Bad Lobenstein;LBS;Lobenstein(Thür);;;
8013455;Magdeburg Herrenkrug;;;;;
8013456;Magdeburg-Buckau;;;;;
8013459;Niederdorf(Erzgeb);;;;;
8013461;Oschatz;OZ;;;;
8013463;Plauen(V) unt Bf;;;;;
8013465;Schönebeck-Felgeleben;;;;;
8013467;Beelitz-Heilstätten;;;;;
8013468;Beelitz Stadt;;;;;
8013470;Bernau(b Berlin);BER;;;;
8013471;Böhlen(Leipzig);;;;;
8013472;Brieselang;;;;;
8013474;Camburg(Saale);;;;;
8013475;Dresden-Friedrichstadt;;;;;
8013476;Dresden-Plauen;;;;;
8013477;Erkner;;;;;
8013479;Falkensee;;;;;
8013480;Ferch-Lienewitz;;;;;
8013481;Golm;Potsdam-Golm;;;;
8013483;Hennigsdorf(b Berlin);;;;;
8013485;Magdeburg SKET Industriepark;;;;;
8013487;Oranienburg;OR;;;;
8013489;Priort;Wustermark-Priort;;;;
8013490;Radebeul-Naundorf;;;;;
8013492;Seddin;;;;;
8013493;Niesky;NY;;;;
8013537;Teufelsmühle;;;;;
8013539;Beuchow;;;;;
8013547;Hörschel Hp;Eisenach-Hörschel;;;;
8013548;Herleshausen Hp;;;;;
8017000;Albrechtshaus;;;;;
8017001;Alexisbad;Harzgerode-Alexisbad;;;;
8017002;Benneckenstein;;;;;
8017003;Birkenmoor;;;;;
8017004;Brocken;;;;;
8017005;Drahtzug;;;;;
8017006;Drei Annen Hohne;;;;;
8017007;Eisfelder Talmühle;Ilfeld-Eisfeld. Tal.;;;;
8017008;Elend;;;;;
8017009;Friedrichshöhe;;;;;
8017011;Güntersberge;;;;;
8017012;Harzgerode;;;;;
8017013;Hasselfelde;;;;;
8017014;Ilfeld;;;;;
8017015;Mägdesprung;;;;;
8017016;Netzkater;Ilfeld-Netzkater;;;;
8017017;Niedersachswerfen Ost;;;;;
8017018;Nordhausen-Altentor;;;;;
8017019;Nordhausen-Krimderode;;;;;
8017020;Nordhausen Nord;;;;;
8017021;Osterteich;;;;;
8017022;Schierke;;;;;
8017023;Silberhütte NE;;;;;
8017024;Sorge;;;;;
8017025;Steinerne Renne;;;;;
8017026;Sternhaus-Haferfeld;;;;;
8017027;Sternhaus-Ramberg;;;;;
8017028;Stiege;;;;;
8017029;Straßberg(Harz);;;;;
8017030;Tiefenbachmühle;Ilfeld-Tiefenbachm.;;;;
8017032;Wernigerode-Hasserode;;;;;
8017033;Wernigerode-Kirchstraße;;;;;
8017034;Wernigerode Westerntor;;;;;
8017040;Sophienhof;;;;;
8017041;Griesen(Oberbay);Grainau-Griesen;;;;
8017042;Untergrainau;Grainau-Untergrainau;;;;
8017189;Kraslice(Gr);Klingenthal(Gr);;;;
8017218;Holzhau Skilift;;;;;
8017219;Berthelsdorf(Erzgebirge) Ort;;;;;
8017344;Kleinforst Rosensee;;;;;
8017345;Lauterbach(Rügen);;;;;
8017346;Falkenhagen Gewerbepark Prignitz;;;;;
8017347;Pritzwalk West;;;;;
8017349;Neu Pudagla;;;;;
8017400;Chemnitz Alt Chemnitz Center;;;;;
8017401;Chemnitz Riemenschneiderstraße;;;;;
8017402;Chemnitz Erdmannsdorfer Straße;;;;;
8017403;Chemnitz Gustav-Freytag-Straße;;;;;
8017404;Lichtenstein Ernst-Schneller-Siedlung;;;;;
8017405;Lichtenstein Gewerbegebiet;;;;;
8017406;Lichtenstein Hartensteiner Straße;;;;;
8017407;Chemnitz Moritzhof;;;;;
8017408;Oelsnitz Bahnhofstraße;;;;;
8017409;Chemnitz Rösslerstraße;;;;;
8017410;Chemnitz Roter Turm;;;;;
8017411;Chemnitz Scheffelstraße;;;;;
8017412;Chemnitz Schillerplatz;;;;;
8017413;Chemnitz Schneeberger Straße;;;;;
8017414;Chemnitz Schule Altchemnitz;;;;;
8017415;Stollberg Schlachthofstraße;;;;;
8017416;Chemnitz Theaterplatz;;;;;
8017417;Chemnitz Treffurthstraße;;;;;
8017418;Chemnitz Uhlestraße;;;;;
8017419;Chemnitz Zentralhaltestelle;;;;;
8017420;Chemnitz-Altchemnitz;;;;;
8017421;Klaffenbach Hp;;;;;
8017422;Hohndorf Mitte;;;;;
8017442;Plauen(Vogtl) Mitte;;;;;
8026354;Altdorf(Niederbay);;;;;
8026355;Pfettrach;;;;;
8026358;Neuhausen(b Landshut);;;;;
8026544;Tiefenbach(b Passau);;;;;
8029356;Endingen(Württ);;;;;
8029357;Erzingen(Württ);;;;;
8029358;Dotternhausen-Dormettingen;;;;;
8029359;Schömberg(b Balingen);;;;;
8030918;Westerland(Sylt), Sylt Shuttle;;;;;
8070002;Birkenstein;;;;;
8070003;Frankfurt(M) Flughafen Fernbf;Frankfurt(M)Flugh. F;;;;
8070004;Frankfurt(M) Flughafen Regionalbf;Frankfurt(M)Flugh. R;;;;
8070005;Heidenheim Voithwerk;;;;;
8070008;Bruchsal Tunnelstr.;;;;;
8070009;Bruchsal Schlachthof;;;;;
8070010;Heidelsheim Nord;;;;;
8070011;Gondelsheim Schloßstadion;;;;;
8070012;Diedelsheim;Bretten-Diedelsheim;;;;
8070018;Kalenborn(Westerw);;;;;
8070019;Kasbach;;;;;
8070020;Hummelberg;Pfinztal-Bergh. Humm;;;;
8070021;Kasbach Brauerei Steffens;;;;;
8070022;Burladingen West;;;;;
8070023;Basdahl Kluste;;;;;
8070025;St Augustin Markt;Augustin Markt St;;;;
8070026;Bonn Heussallee/Museumsmeile;;;;;
8070027;Bonn-Ramersdorf;;;;;
8070028;Bonn-Oberkassel Süd/Römlinghoven;;;;;
8070029;Königswinter Fähre;;;;;
8070030;Bremerhaven Seebäderkaje;;;;;
8070035;List(Sylt) Fähre;;;;;
8070036;Gnarrenburg Nord;;;;;
8070041;Liederbach-Süd;;;;;
8070043;Heidelberg Hbf (Willy-Brandt-Platz);;;;;
8070044;Mannheim Hbf (Busbahnhof);;;;;
8070073;Bad Honnef Stadtbahn;Honnef Stadtbahn Bad;;;;
8070074;Königswinter, Clem.-August-Str.;Königswinter August;;;;
8070075;Bonn Konrad-Adenauer-Platz;;;;;
8070076;Hangelar Mitte;;;;;
8070078;Haubersbronn Mitte;Schorndorf-Hauber.M.;;;;
8070079;Rudersberg Nord;;;;;
8070086;Hannover Karl-Wiechert-Allee;;;;;
8070088;Mühlheim(Main)-Dietesheim;;;;;
8070090;Offenbach(Main) Marktplatz;;;;;
8070091;Offenbach(Main) Ledermuseum;;;;;
8070092;Offenbach(Main) Kaiserlei;;;;;
8070093;Bretten Kupferhälde;;;;;
8070096;Albsheim(Eis);;;;;
8070097;Sinsheim Museum/Arena;;;;;
8070098;Ubstadt Uhlandstr.;;;;;
8070099;Odenheim West;;;;;
8070107;Bonn Stadthaus;;;;;
8070112;Friedrichshafen Fähre;;;;;
8070146;Hamburg-Sternschanze;HHS;;;;
8070156;Schwaigern Ost;;;;;
8070157;Leingarten Ost;;;;;
8070158;Böckingen West;Heilbronn-Böck.West;;;;
8070159;Böckingen Sonnenbrunnen;Heilbronn-Böck.Sonn;;;;
8070160;Hohenwarth Campingplatz;;;;;
8070164;Kahl Kopp/Heide;;;;;
8070165;Michelbach(Unterfr) Herrnmühle;Alzenau-Michelb. Her;;;;
8070166;Mömbris-Strötzbach;;;;;
8070170;Durmersheim Nord;;;;;
8070171;Heilbronn Hauptbahnhof/Willy-Brandt-Pl.;;;;;
8070172;Heilbronn Harmonie;;;;;
8070173;Heilbronn Rathaus;;;;;
8070174;Heilbronn Neckar-Turm/K.-S.-Pl;Heilbronn K.Schum.-P;;;;
8070175;Heide-Büsum Flugplatz;HEI Büsum Flugplatz;Büsum Flugplatz Hei.;;;
8070176;Bremerhaven Flugplatz;BRV Bremerhv. Flugpl;;;;
8070177;Emden Flugplatz;EME Emden Flugplatz;;;;
8070178;Norddeich Flugplatz;NOE Norddeich Flugpl;;;;
8070179;Wössingen Ost;;;;;
8070180;Husum Bahnhof;;;;;
8070181;Husum Außenhafen;;;;;
8070182;Nordstrand(b Husum);Husum Nordstrand-;;;;
8070185;Alveslohe;;;;;
8070193;München Hauptbahnhof Nord;;;;;
8070195;Bonn Bertha-von-Suttner-Platz;;;;;
8070196;Bonn Juridicum;;;;;
8070199;Glossen(b Oschatz);;;;;
8070214;Ostersode;;;;;
8070219;Hütten;;;;;
8070220;Münchingen Rührberg;Korntal-Mün.Rührberg;;;;
8070230;Lindau Hafen;;;;;
8070231;Bonn-Bad Godesberg Stadthalle;Bonn-Bad Godesberg S;Godesb. Stadth. Bad;;;
8070237;Helgoland(Südhafen);;;;;
8070252;Albisheim(Pfrimm);;;;;
8070253;Harxheim-Zell;Zellertal-Harxheim;;;;
8070257;Göllheim-Dreisen;Dreisen-Göllheim;;;;
8070258;Sellin(Rügen) West;;;;;
8070259;Dessau-Waldersee;;;;;
8070260;Kapen Biosphärenreservat;;;;;
8070261;Westerland(Sylt) Johann-Möller-Platz;;;;;
8070262;Westerland(Sylt), Alte Post;;;;;
8070263;Westerland(Sylt), Waldstraße;;;;;
8070264;Westerland(Sylt), Lerchenweg;;;;;
8070274;Brötzingen Sandweg;Pforzheim-Brötz.Sand;;;;
8070275;Brötzingen Wohnlichstraße;Pforzheim-Brötz.Wohn;;;;
8070276;Neuenbürg(Enz) Freibad;;;;;
8070277;Rotenbach(Enz);;;;;
8070278;Neuenbürg(Enz) Eyachbrücke;;;;;
8070279;Höfen(Enz) Nord;;;;;
8070280;Calmbach Süd;;;;;
8070281;Bad Wildbad Nord;;;;;
8070282;Bad Wildbad Uhlandplatz;;;;;
8070283;Bad Wildbad Kurpark;;;;;
8070292;Königstein, Reißiger Platz;;;;;
8070293;Kurort Rathen, Parkplatz;;;;;
8070294;Obervogelgesang,Struppen Südstr.;;;;;
8070295;Obervogelgesang Abzw. Ebenheit;;;;;
8070302;Delmenhorst-Annenheide;;;;;
8070309;Bad Imnau;Imnau Bad;Haigerloch-Bad Imnau;;;
8070314;Bad Tönisstein;Tönisstein Bad;;;;
8070323;Binzen;;;;;
8070338;Brohl(Brohltalbahn);;;;;
8070342;Burgbrohl;;;;;
8070349;Deinste;;;;;
8070350;Delmenhorst Süd;;;;;
8070352;Dinkelsbühl Bf;DKB;;;;
8070358;Dünsen DHE;;;;;
8070368;Engeln;Kempenich-Engeln;;;;
8070369;Epfenhofen;;;;;
8070382;Gammertingen Europastraße;;;;;
8070392;Fremdingen Bf;;;;;
8070394;Fützen;;;;;
8070400;Gomadingen;;;;;
8070403;Groß Ippener DHE;;;;;
8070404;Groß Mackenstedt DHE;Stuhr-Gr Mackenstedt;;;;
8070406;Grimmelshofen;Stühlingen-Grimmelshofen;;;;
8070414;Haidkapelle;Trochtelfingen-Haidk;;;;
8070415;Haigerloch;;;;;
8070419;Hammerstein;Kandern-Hammerstein;;;;
8070421;Harpstedt DHE;;;;;
8070426;Delmenhorst Hasporter Damm;;;;;
8070432;Heiligenrode DHE;Stuhr-Heiligenrode;;;;
8070450;Kandern;;;;;
8070454;Kirchseelte DHE;;;;;
8070456;Engstingen;Kleinengstingen;;;;
8070458;Kohlstetten;;;;;
8070467;Lausheim-Blumegg;;;;;
8070480;Mägerkingen;Trochtelfingen-Mäg.;;;;
8070481;Marbach(b Münsingen);Gomadingen-Marbach;;;;
8070483;Marienheide;;;;;
8070494;Mühringen;Horb-Mühringen;;;;
8070495;Münsingen;MÜN;;;;
8070501;Niederzissen;;;;;
8070507;Oberzissen;;;;;
8070508;Oettingen(Bay);;;;;
8070509;Offenhausen;;;;;
8070520;Rangendingen;;;;;
8070524;Rümmingen;;;;;
8070532;Schönberg(Holstein);;;;;
8070533;Schönberger Strand;;;;;
8070543;Stakendorf;Stakendorf (DJH);;;;
8070547;Stelle DHE;Stuhr-Stelle DHE;;;;
